assessment_id,control_id,control_family,system_id,system_name,assessment_date,assessment_type,assessor,implementation_status,effectiveness_rating,gap_description,remediation_plan,remediation_due_date,remediation_owner,findings
2978b54e-bb20-45ae-a936-8937af593e3c,CP-10,Contingency Planning,bc2af3a9-9a8b-478a-bc25-dc9140bf39a7,Customer ERP,2025-10-07,Internal Audit,IT Security Team,Implemented,Partially Effective,,,,,Assessment of CP-10 for Customer ERP
debbe01b-9fcf-428c-a901-0c891f7e9393,PE-2,Physical and Environmental Protection,bc2af3a9-9a8b-478a-bc25-dc9140bf39a7,Customer ERP,2025-09-03,Continuous Monitoring,External Auditor - Deloitte,Not Implemented,Not Effective,Manual process needs automation for compliance,Create exception handling process,2025-12-22,William White,Assessment of PE-2 for Customer ERP
7a113fb7-328f-42c7-ac74-1ec59358c07f,CP-9,Contingency Planning,bc2af3a9-9a8b-478a-bc25-dc9140bf39a7,Customer ERP,2025-09-28,External Audit,Internal Audit Team,Partially Implemented,Partially Effective,Process exists but not consistently followed across all teams,Deploy centralized logging solution,2026-02-06,William White,Assessment of CP-9 for Customer ERP
253ddde5-886d-4967-beed-8fca2fd379bc,SC-7,System and Communications Protection,bc2af3a9-9a8b-478a-bc25-dc9140bf39a7,Customer ERP,2025-10-02,Self-Assessment,Compliance Team,Implemented,Effective,,,,,Assessment of SC-7 for Customer ERP
19eda51b-1f51-4d1c-85e8-a819afbad214,PM-8,Program Management,bc2af3a9-9a8b-478a-bc25-dc9140bf39a7,Customer ERP,2025-09-16,Internal Audit,GRC Team,Implemented,Effective,,,,,Assessment of PM-8 for Customer ERP
9a11792e-ac36-4915-871b-5df705ec5bf4,IR-2,Incident Response,bc2af3a9-9a8b-478a-bc25-dc9140bf39a7,Customer ERP,2025-09-23,Internal Audit,External Auditor - Deloitte,Implemented,Effective,,,,,Assessment of IR-2 for Customer ERP
bdd237a9-ca2a-474a-b55a-6b9fd63df4b1,SA-22,System and Services Acquisition,bc2af3a9-9a8b-478a-bc25-dc9140bf39a7,Customer ERP,2025-10-11,Continuous Monitoring,GRC Team,Partially Implemented,Effective,Integration with monitoring tools incomplete,Create exception handling process,2026-01-11,William White,Assessment of SA-22 for Customer ERP
59460e16-b365-4a7d-a567-b6cd7351d938,PE-15,Physical and Environmental Protection,587c1cfd-0576-407a-bbe9-05b7e930e33d,Employee Data Platform,2024-10-03,Self-Assessment,External Auditor - PwC,Implemented,Partially Effective,,,,,Assessment of PE-15 for Employee Data Platform
574d8756-7f12-402c-b250-86a8d963b427,IA-5,Identification and Authentication,587c1cfd-0576-407a-bbe9-05b7e930e33d,Employee Data Platform,2024-11-14,Self-Assessment,External Auditor - KPMG,Implemented,Effective,,,,,Assessment of IA-5 for Employee Data Platform
5ebf8911-403e-4472-a533-75b17dd7027f,SA-9,System and Services Acquisition,587c1cfd-0576-407a-bbe9-05b7e930e33d,Employee Data Platform,2024-10-27,Internal Audit,Risk Management,Partially Implemented,Partially Effective,Pending vendor support for required functionality,Establish evidence collection workflow,2025-04-01,Sarah Clark,Assessment of SA-9 for Employee Data Platform
5b72ac87-f7dd-40a1-ad67-93ec21c649d3,CP-4,Contingency Planning,587c1cfd-0576-407a-bbe9-05b7e930e33d,Employee Data Platform,2024-09-20,Self-Assessment,External Auditor - KPMG,Implemented,Effective,,,,,Assessment of CP-4 for Employee Data Platform
eafd918b-9377-4080-a595-219b034aa6f8,SR-12,Supply Chain Risk Management,587c1cfd-0576-407a-bbe9-05b7e930e33d,Employee Data Platform,2024-11-11,Internal Audit,External Auditor - Deloitte,Implemented,Effective,,,,,Assessment of SR-12 for Employee Data Platform
2aab8ea4-9f04-47d4-97cc-e29552f0020b,AC-18,Access Control,587c1cfd-0576-407a-bbe9-05b7e930e33d,Employee Data Platform,2024-09-29,Self-Assessment,Risk Management,Not Applicable,,,,,,Assessment of AC-18 for Employee Data Platform
2f94f1c9-b852-4bee-942e-ddc0b1d7ec14,CA-7,Assessment Authorization and Monitoring,587c1cfd-0576-407a-bbe9-05b7e930e33d,Employee Data Platform,2024-10-03,Self-Assessment,IT Security Team,Implemented,Effective,,,,,Assessment of CA-7 for Employee Data Platform
abeb1c7f-090d-4725-b6a6-abded5f431a9,CA-2,Assessment Authorization and Monitoring,587c1cfd-0576-407a-bbe9-05b7e930e33d,Employee Data Platform,2024-10-22,Self-Assessment,Risk Management,Implemented,Effective,,,,,Assessment of CA-2 for Employee Data Platform
70c6c3bc-1312-42ef-a23a-59d7eaa61361,SC-15,System and Communications Protection,587c1cfd-0576-407a-bbe9-05b7e930e33d,Employee Data Platform,2024-10-06,Self-Assessment,External Auditor - KPMG,Implemented,Effective,,,,,Assessment of SC-15 for Employee Data Platform
34d1370e-925f-4bfe-a4d6-d1e0ff15cb3b,AC-17,Access Control,587c1cfd-0576-407a-bbe9-05b7e930e33d,Employee Data Platform,2024-10-21,Self-Assessment,Compliance Team,Implemented,Effective,,,,,Assessment of AC-17 for Employee Data Platform
f1545a73-42e8-46d1-ae5e-a7b77f4a8ce0,CP-10,Contingency Planning,587c1cfd-0576-407a-bbe9-05b7e930e33d,Employee Data Platform,2024-11-12,Continuous Monitoring,IT Security Team,Not Applicable,,,,,,Assessment of CP-10 for Employee Data Platform
4fe3dcf9-20a1-4c62-9066-91b6161637d6,SR-3,Supply Chain Risk Management,587c1cfd-0576-407a-bbe9-05b7e930e33d,Employee Data Platform,2024-10-14,Self-Assessment,External Auditor - Deloitte,Not Implemented,Not Effective,"Control partially automated, manual steps remain",Implement automated control monitoring by Q1 2025,2025-04-02,Sarah Clark,Assessment of SR-3 for Employee Data Platform
4359aee7-4498-4fd7-909c-3d00d07f1419,CP-1,Contingency Planning,587c1cfd-0576-407a-bbe9-05b7e930e33d,Employee Data Platform,2024-10-03,Self-Assessment,External Auditor - Deloitte,Implemented,Partially Effective,,,,,Assessment of CP-1 for Employee Data Platform
2d541322-4fad-4e58-b972-7d5ccc92b88a,AU-12,Audit and Accountability,587c1cfd-0576-407a-bbe9-05b7e930e33d,Employee Data Platform,2024-10-30,Self-Assessment,IT Security Team,Implemented,Effective,,,,,Assessment of AU-12 for Employee Data Platform
829520c1-d407-4a16-a409-3343daae7215,PM-7,Program Management,587c1cfd-0576-407a-bbe9-05b7e930e33d,Employee Data Platform,2024-10-10,Internal Audit,External Auditor - PwC,Partially Implemented,Partially Effective,Process exists but not consistently followed across all teams,Implement automated compliance checks,2024-12-18,Sarah Clark,Assessment of PM-7 for Employee Data Platform
caa684d8-1ed9-47e1-9981-629db359061b,AC-19,Access Control,587c1cfd-0576-407a-bbe9-05b7e930e33d,Employee Data Platform,2024-11-12,Internal Audit,GRC Team,Implemented,Effective,,,,,Assessment of AC-19 for Employee Data Platform
de05685d-76ba-4cc1-8409-9135fd10b045,SC-12,System and Communications Protection,587c1cfd-0576-407a-bbe9-05b7e930e33d,Employee Data Platform,2024-11-06,External Audit,IT Security Team,Implemented,Effective,,,,,Assessment of SC-12 for Employee Data Platform
583ff3c0-c0c5-4ff3-a8b7-b95c19874399,PM-2,Program Management,587c1cfd-0576-407a-bbe9-05b7e930e33d,Employee Data Platform,2024-11-07,Self-Assessment,Risk Management,Implemented,Effective,,,,,Assessment of PM-2 for Employee Data Platform
c90fb9cb-cfaf-47be-8459-529684cbda36,PE-1,Physical and Environmental Protection,587c1cfd-0576-407a-bbe9-05b7e930e33d,Employee Data Platform,2024-10-25,External Audit,External Auditor - KPMG,Implemented,Effective,,,,,Assessment of PE-1 for Employee Data Platform
fc43541a-c537-4218-90cf-04d04b9ccbf9,RA-7,Risk Assessment,587c1cfd-0576-407a-bbe9-05b7e930e33d,Employee Data Platform,2024-09-24,Continuous Monitoring,External Auditor - PwC,Implemented,Effective,,,,,Assessment of RA-7 for Employee Data Platform
9877a663-80f2-4cac-bc67-63af30114de0,IA-2,Identification and Authentication,587c1cfd-0576-407a-bbe9-05b7e930e33d,Employee Data Platform,2024-10-12,Internal Audit,Internal Audit Team,Implemented,Effective,,,,,Assessment of IA-2 for Employee Data Platform
a9a0c97a-bde6-4d70-874f-dc99d0c98013,IR-5,Incident Response,587c1cfd-0576-407a-bbe9-05b7e930e33d,Employee Data Platform,2024-10-18,Self-Assessment,GRC Team,Implemented,Effective,,,,,Assessment of IR-5 for Employee Data Platform
ba3b16a9-3eaa-4d09-a588-1b24a35dff83,SC-39,System and Communications Protection,587c1cfd-0576-407a-bbe9-05b7e930e33d,Employee Data Platform,2024-09-19,Self-Assessment,Risk Management,Not Implemented,Not Effective,Training not yet completed for all relevant personnel,Engage vendor for implementation support,2024-12-03,Sarah Clark,Assessment of SC-39 for Employee Data Platform
38c6a744-d37d-47d3-8fc6-084ca3012282,AU-1,Audit and Accountability,587c1cfd-0576-407a-bbe9-05b7e930e33d,Employee Data Platform,2024-10-19,External Audit,IT Security Team,Implemented,Effective,,,,,Assessment of AU-1 for Employee Data Platform
b24df19e-03aa-42ff-9555-657e16de9de3,AC-8,Access Control,587c1cfd-0576-407a-bbe9-05b7e930e33d,Employee Data Platform,2024-10-29,Internal Audit,External Auditor - PwC,Implemented,Effective,,,,,Assessment of AC-8 for Employee Data Platform
a73de11a-9242-4f44-b312-223924684321,MP-7,Media Protection,587c1cfd-0576-407a-bbe9-05b7e930e33d,Employee Data Platform,2024-11-03,Continuous Monitoring,External Auditor - Deloitte,Implemented,Effective,,,,,Assessment of MP-7 for Employee Data Platform
607b0c90-fa25-432f-9c81-e0ba18c761ab,SA-3,System and Services Acquisition,587c1cfd-0576-407a-bbe9-05b7e930e33d,Employee Data Platform,2024-11-15,Continuous Monitoring,External Auditor - Deloitte,Implemented,Partially Effective,,,,,Assessment of SA-3 for Employee Data Platform
04399d03-6408-4152-b969-413464582ac2,CA-5,Assessment Authorization and Monitoring,587c1cfd-0576-407a-bbe9-05b7e930e33d,Employee Data Platform,2024-10-27,Self-Assessment,External Auditor - PwC,Implemented,Effective,,,,,Assessment of CA-5 for Employee Data Platform
3bc267ed-d433-4c05-828f-3572b3671743,PE-8,Physical and Environmental Protection,587c1cfd-0576-407a-bbe9-05b7e930e33d,Employee Data Platform,2024-10-18,Self-Assessment,Compliance Team,Implemented,Effective,,,,,Assessment of PE-8 for Employee Data Platform
6cc1932f-f9f1-4574-8e78-3fdac92c9c22,SR-1,Supply Chain Risk Management,587c1cfd-0576-407a-bbe9-05b7e930e33d,Employee Data Platform,2024-10-14,External Audit,Compliance Team,Implemented,Effective,,,,,Assessment of SR-1 for Employee Data Platform
9fa9ecbb-585d-4bf3-8629-993497ab2ab6,PL-1,Planning,587c1cfd-0576-407a-bbe9-05b7e930e33d,Employee Data Platform,2024-11-16,Internal Audit,External Auditor - Deloitte,Implemented,Effective,,,,,Assessment of PL-1 for Employee Data Platform
eef65914-624e-4ee6-b837-2e74074b22c5,PE-2,Physical and Environmental Protection,587c1cfd-0576-407a-bbe9-05b7e930e33d,Employee Data Platform,2024-10-28,Self-Assessment,Compliance Team,Implemented,Effective,,,,,Assessment of PE-2 for Employee Data Platform
6b822327-fd84-4675-821b-e49fcec95b9f,AU-12,Audit and Accountability,368a5383-08ea-4685-8d18-e4555734d2cd,HR Warehouse,2025-01-21,Self-Assessment,External Auditor - PwC,Partially Implemented,Effective,Legacy system limitation prevents full implementation,Establish evidence collection workflow,2025-06-13,Michelle Thompson,Assessment of AU-12 for HR Warehouse
4fddd264-8dd8-411b-8710-5ea9b26365ad,RA-5,Risk Assessment,368a5383-08ea-4685-8d18-e4555734d2cd,HR Warehouse,2025-02-12,External Audit,External Auditor - KPMG,Partially Implemented,Partially Effective,Control not yet implemented pending resource allocation,Deploy centralized logging solution,2025-04-24,Michelle Thompson,Assessment of RA-5 for HR Warehouse
3d6f83ec-2af5-4551-95b4-03073ee21506,CM-10,Configuration Management,368a5383-08ea-4685-8d18-e4555734d2cd,HR Warehouse,2025-01-23,Self-Assessment,GRC Team,Implemented,Effective,,,,,Assessment of CM-10 for HR Warehouse
be8883cc-df65-418f-b7c2-0e4f38de9e35,PM-8,Program Management,368a5383-08ea-4685-8d18-e4555734d2cd,HR Warehouse,2025-02-21,Self-Assessment,External Auditor - Deloitte,Not Implemented,Not Effective,Policy documented but evidence collection incomplete,Complete staff training program,2025-08-11,Michelle Thompson,Assessment of PM-8 for HR Warehouse
cd33268b-55cb-46bd-909a-36148985d996,IA-5,Identification and Authentication,368a5383-08ea-4685-8d18-e4555734d2cd,HR Warehouse,2025-03-16,Continuous Monitoring,IT Security Team,Implemented,Partially Effective,,,,,Assessment of IA-5 for HR Warehouse
5dd95e7b-064a-42ea-bebc-3481fc631b97,PS-8,Personnel Security,368a5383-08ea-4685-8d18-e4555734d2cd,HR Warehouse,2025-01-19,Internal Audit,Security Operations,Partially Implemented,Partially Effective,Process exists but not consistently followed across all teams,Establish evidence collection workflow,2025-06-15,Michelle Thompson,Assessment of PS-8 for HR Warehouse
3ced8222-3906-4b77-9996-12d660923357,PS-3,Personnel Security,368a5383-08ea-4685-8d18-e4555734d2cd,HR Warehouse,2025-03-20,Self-Assessment,Risk Management,Implemented,Partially Effective,,,,,Assessment of PS-3 for HR Warehouse
84b6f36b-fd9c-49ff-a8ec-3f1cd19715b1,AT-3,Awareness and Training,368a5383-08ea-4685-8d18-e4555734d2cd,HR Warehouse,2025-02-25,Self-Assessment,IT Security Team,Not Implemented,Not Effective,Policy documented but evidence collection incomplete,Upgrade legacy system to support required controls,2025-04-13,Michelle Thompson,Assessment of AT-3 for HR Warehouse
0cf7d382-8cbe-4b6a-847f-11064b22a6e4,CM-7,Configuration Management,368a5383-08ea-4685-8d18-e4555734d2cd,HR Warehouse,2025-02-22,Self-Assessment,External Auditor - PwC,Implemented,Effective,,,,,Assessment of CM-7 for HR Warehouse
59714fbf-b3d2-4cd1-b523-2493c9f2c1a8,AC-19,Access Control,368a5383-08ea-4685-8d18-e4555734d2cd,HR Warehouse,2025-02-02,Self-Assessment,GRC Team,Implemented,Effective,,,,,Assessment of AC-19 for HR Warehouse
4e9a2290-516e-450e-a951-81d29a7dfabc,CP-9,Contingency Planning,368a5383-08ea-4685-8d18-e4555734d2cd,HR Warehouse,2025-02-27,Internal Audit,External Auditor - Deloitte,Implemented,Effective,,,,,Assessment of CP-9 for HR Warehouse
7678dbcb-e978-47cc-8e29-74f7bd79e9bf,IR-6,Incident Response,368a5383-08ea-4685-8d18-e4555734d2cd,HR Warehouse,2025-02-09,Internal Audit,GRC Team,Implemented,Partially Effective,,,,,Assessment of IR-6 for HR Warehouse
282c0679-6ee0-40b5-b399-955e255eb2bb,AT-2,Awareness and Training,368a5383-08ea-4685-8d18-e4555734d2cd,HR Warehouse,2025-02-20,Internal Audit,External Auditor - Deloitte,Implemented,Partially Effective,,,,,Assessment of AT-2 for HR Warehouse
972d9928-f403-4ce9-893f-24adc1473261,PE-16,Physical and Environmental Protection,368a5383-08ea-4685-8d18-e4555734d2cd,HR Warehouse,2025-01-28,Internal Audit,Risk Management,Implemented,Effective,,,,,Assessment of PE-16 for HR Warehouse
9a2261ac-a28c-4374-8fb9-36c5dee547a1,IA-7,Identification and Authentication,368a5383-08ea-4685-8d18-e4555734d2cd,HR Warehouse,2025-03-03,Self-Assessment,External Auditor - Deloitte,Not Applicable,,,,,,Assessment of IA-7 for HR Warehouse
83c16a97-1149-46d6-a2c3-a624643f6d90,SR-8,Supply Chain Risk Management,368a5383-08ea-4685-8d18-e4555734d2cd,HR Warehouse,2025-02-10,Self-Assessment,IT Security Team,Not Implemented,Not Effective,Third-party dependency blocking full implementation,Establish evidence collection workflow,2025-04-17,Michelle Thompson,Assessment of SR-8 for HR Warehouse
406c2bb0-5b43-4234-83fe-b7975f3eb01c,SI-2,System and Information Integrity,368a5383-08ea-4685-8d18-e4555734d2cd,HR Warehouse,2025-03-09,Self-Assessment,Internal Audit Team,Implemented,Effective,,,,,Assessment of SI-2 for HR Warehouse
f8d46d27-f4b2-4ad8-9352-ca4a30885abe,IR-7,Incident Response,368a5383-08ea-4685-8d18-e4555734d2cd,HR Warehouse,2025-01-31,Internal Audit,IT Security Team,Implemented,Effective,,,,,Assessment of IR-7 for HR Warehouse
afac2077-e26d-4536-bc56-ca5cd442a905,SC-5,System and Communications Protection,368a5383-08ea-4685-8d18-e4555734d2cd,HR Warehouse,2025-02-07,Internal Audit,GRC Team,Implemented,Effective,,,,,Assessment of SC-5 for HR Warehouse
84d49311-92c2-40b5-bb6e-85ff00730033,SI-12,System and Information Integrity,368a5383-08ea-4685-8d18-e4555734d2cd,HR Warehouse,2025-02-27,Self-Assessment,External Auditor - KPMG,Implemented,Effective,,,,,Assessment of SI-12 for HR Warehouse
3def8c98-3af0-46cd-8163-670116acb797,SI-1,System and Information Integrity,368a5383-08ea-4685-8d18-e4555734d2cd,HR Warehouse,2025-03-16,Internal Audit,External Auditor - PwC,Implemented,Not Effective,,,,,Assessment of SI-1 for HR Warehouse
275a7fbc-efeb-429e-b4bc-a5bdc1b00b25,PM-3,Program Management,be8a2495-d932-49b5-9ed1-9019fe8d1f43,Financial Portal,2025-04-11,Internal Audit,IT Security Team,Implemented,Effective,,,,,Assessment of PM-3 for Financial Portal
d485b307-71e2-4c9f-bf02-e49c8548a66d,SA-5,System and Services Acquisition,be8a2495-d932-49b5-9ed1-9019fe8d1f43,Financial Portal,2025-04-08,Continuous Monitoring,External Auditor - Deloitte,Implemented,Effective,,,,,Assessment of SA-5 for Financial Portal
2b795f30-b8d4-4e69-b2db-a28a0c879093,CA-9,Assessment Authorization and Monitoring,be8a2495-d932-49b5-9ed1-9019fe8d1f43,Financial Portal,2025-03-23,Self-Assessment,Risk Management,Implemented,Effective,,,,,Assessment of CA-9 for Financial Portal
052f06ad-f3fd-4df5-b4f8-21b645765818,PS-6,Personnel Security,be8a2495-d932-49b5-9ed1-9019fe8d1f43,Financial Portal,2025-03-09,Internal Audit,IT Security Team,Implemented,Effective,,,,,Assessment of PS-6 for Financial Portal
f4647435-5d53-4b89-8388-f1b333efffb1,AC-18,Access Control,be8a2495-d932-49b5-9ed1-9019fe8d1f43,Financial Portal,2025-04-04,Self-Assessment,Internal Audit Team,Implemented,Effective,,,,,Assessment of AC-18 for Financial Portal
ed50d5e6-6b5d-4e55-8b69-95fc1115ce50,CA-5,Assessment Authorization and Monitoring,be8a2495-d932-49b5-9ed1-9019fe8d1f43,Financial Portal,2025-03-20,Self-Assessment,Internal Audit Team,Partially Implemented,Partially Effective,"Configuration drift detected, remediation in progress",Create exception handling process,2025-09-16,Richard Brown,Assessment of CA-5 for Financial Portal
2289fbf3-83f1-473f-85d1-05bb105346e2,PM-9,Program Management,be8a2495-d932-49b5-9ed1-9019fe8d1f43,Financial Portal,2025-04-15,Self-Assessment,External Auditor - Deloitte,Implemented,Partially Effective,,,,,Assessment of PM-9 for Financial Portal
3a7b7627-f541-4095-9078-fb2ba2920040,SA-1,System and Services Acquisition,be8a2495-d932-49b5-9ed1-9019fe8d1f43,Financial Portal,2025-03-30,Internal Audit,IT Security Team,Implemented,Partially Effective,,,,,Assessment of SA-1 for Financial Portal
67f10443-bbd9-47e9-9249-220bcbd94437,PS-1,Personnel Security,be8a2495-d932-49b5-9ed1-9019fe8d1f43,Financial Portal,2025-02-28,Self-Assessment,Security Operations,Implemented,Partially Effective,,,,,Assessment of PS-1 for Financial Portal
44f94d97-9231-41c3-a655-ae27d19081ac,PM-11,Program Management,be8a2495-d932-49b5-9ed1-9019fe8d1f43,Financial Portal,2025-03-29,Internal Audit,External Auditor - Deloitte,Implemented,Effective,,,,,Assessment of PM-11 for Financial Portal
ae1994ec-917b-484b-906f-5fcdf4e6104c,SR-1,Supply Chain Risk Management,be8a2495-d932-49b5-9ed1-9019fe8d1f43,Financial Portal,2025-03-07,Self-Assessment,External Auditor - Deloitte,Implemented,Effective,,,,,Assessment of SR-1 for Financial Portal
903af6a7-2032-4e13-b94a-97cfeb381e29,PM-7,Program Management,be8a2495-d932-49b5-9ed1-9019fe8d1f43,Financial Portal,2025-03-31,Self-Assessment,External Auditor - PwC,Not Implemented,Not Effective,Pending vendor support for required functionality,Deploy configuration management solution,2025-07-14,Richard Brown,Assessment of PM-7 for Financial Portal
2ffffbdb-5314-40de-b479-4304ff4f2bf0,PL-11,Planning,be8a2495-d932-49b5-9ed1-9019fe8d1f43,Financial Portal,2025-04-15,Internal Audit,External Auditor - KPMG,Implemented,Effective,,,,,Assessment of PL-11 for Financial Portal
4b7a0e9b-653f-40ec-8a8f-0882ab5bc3a3,SC-20,System and Communications Protection,be8a2495-d932-49b5-9ed1-9019fe8d1f43,Financial Portal,2025-04-12,Self-Assessment,Risk Management,Implemented,Effective,,,,,Assessment of SC-20 for Financial Portal
3fdefdef-cc03-499d-bcfe-3ba893e2d460,CM-7,Configuration Management,be8a2495-d932-49b5-9ed1-9019fe8d1f43,Financial Portal,2025-04-17,Internal Audit,External Auditor - Deloitte,Implemented,Effective,,,,,Assessment of CM-7 for Financial Portal
66ae7d02-c552-4dd2-a625-6c11452f5320,AC-20,Access Control,be8a2495-d932-49b5-9ed1-9019fe8d1f43,Financial Portal,2025-02-24,Self-Assessment,Compliance Team,Not Applicable,,,,,,Assessment of AC-20 for Financial Portal
24926da2-88dc-4490-a9e0-f4e33571ad36,IA-1,Identification and Authentication,be8a2495-d932-49b5-9ed1-9019fe8d1f43,Financial Portal,2025-04-19,Self-Assessment,IT Security Team,Partially Implemented,Partially Effective,Legacy system limitation prevents full implementation,Document and formalize existing procedures,2025-07-21,Richard Brown,Assessment of IA-1 for Financial Portal
8769f7f9-0bdf-48fe-b49b-98e6af33a7c1,SA-3,System and Services Acquisition,be8a2495-d932-49b5-9ed1-9019fe8d1f43,Financial Portal,2025-03-25,Continuous Monitoring,GRC Team,Implemented,Not Effective,,,,,Assessment of SA-3 for Financial Portal
abf320b6-b1ee-45ca-a939-fd63158567bd,AU-4,Audit and Accountability,be8a2495-d932-49b5-9ed1-9019fe8d1f43,Financial Portal,2025-03-04,Internal Audit,Risk Management,Not Implemented,Not Effective,Legacy system limitation prevents full implementation,Document and formalize existing procedures,2025-07-20,Richard Brown,Assessment of AU-4 for Financial Portal
071f4a46-18ec-4a04-b1b7-2e17e95a4053,SC-39,System and Communications Protection,be8a2495-d932-49b5-9ed1-9019fe8d1f43,Financial Portal,2025-04-10,Self-Assessment,External Auditor - KPMG,Implemented,Effective,,,,,Assessment of SC-39 for Financial Portal
3ff3fd98-ef26-4f06-984a-685b1056cba5,PE-14,Physical and Environmental Protection,be8a2495-d932-49b5-9ed1-9019fe8d1f43,Financial Portal,2025-03-04,Internal Audit,Security Operations,Partially Implemented,Partially Effective,Process exists but not consistently followed across all teams,Engage vendor for implementation support,2025-08-11,Richard Brown,Assessment of PE-14 for Financial Portal
dae48e35-c509-487c-ac31-a24d7344c8cb,SI-2,System and Information Integrity,be8a2495-d932-49b5-9ed1-9019fe8d1f43,Financial Portal,2025-02-22,Internal Audit,External Auditor - KPMG,Implemented,Effective,,,,,Assessment of SI-2 for Financial Portal
b1a1145a-9d8f-4375-9d48-caec3983f3e0,MP-1,Media Protection,be8a2495-d932-49b5-9ed1-9019fe8d1f43,Financial Portal,2025-04-16,Internal Audit,External Auditor - PwC,Implemented,Effective,,,,,Assessment of MP-1 for Financial Portal
69682d4d-8caa-48d3-af59-57dfe59ed2e8,PE-2,Physical and Environmental Protection,be8a2495-d932-49b5-9ed1-9019fe8d1f43,Financial Portal,2025-04-12,Internal Audit,IT Security Team,Not Implemented,Not Effective,Technical debt impacting control effectiveness,Document and formalize existing procedures,2025-07-05,Richard Brown,Assessment of PE-2 for Financial Portal
3fa4d213-d67e-4e7e-adad-d4343995fc66,PE-12,Physical and Environmental Protection,be8a2495-d932-49b5-9ed1-9019fe8d1f43,Financial Portal,2025-03-19,Internal Audit,IT Security Team,Not Implemented,Not Effective,Legacy system limitation prevents full implementation,Document and formalize existing procedures,2025-07-07,Richard Brown,Assessment of PE-12 for Financial Portal
142746ff-83c2-4215-af41-d9e019f80e1c,CM-8,Configuration Management,be8a2495-d932-49b5-9ed1-9019fe8d1f43,Financial Portal,2025-04-16,Continuous Monitoring,Security Operations,Implemented,Effective,,,,,Assessment of CM-8 for Financial Portal
31b86aa0-6c72-463d-adec-789831ab7d7e,IR-5,Incident Response,be8a2495-d932-49b5-9ed1-9019fe8d1f43,Financial Portal,2025-02-22,Internal Audit,Internal Audit Team,Implemented,Effective,,,,,Assessment of IR-5 for Financial Portal
c3acb13e-2029-46a4-8004-b1dd065deffc,IR-2,Incident Response,be8a2495-d932-49b5-9ed1-9019fe8d1f43,Financial Portal,2025-02-20,Internal Audit,External Auditor - Deloitte,Implemented,Effective,,,,,Assessment of IR-2 for Financial Portal
065bb52e-750b-4d5a-aefd-d16934c85641,SR-12,Supply Chain Risk Management,be8a2495-d932-49b5-9ed1-9019fe8d1f43,Financial Portal,2025-04-13,Self-Assessment,External Auditor - KPMG,Implemented,Effective,,,,,Assessment of SR-12 for Financial Portal
ad9a9de4-d449-4b27-b18c-7d2b3dc8b20e,AT-1,Awareness and Training,be8a2495-d932-49b5-9ed1-9019fe8d1f43,Financial Portal,2025-03-13,Internal Audit,Security Operations,Implemented,Effective,,,,,Assessment of AT-1 for Financial Portal
ee4abf9c-2373-4808-b069-465bcfa06150,SI-16,System and Information Integrity,ff17b630-e2e4-4b22-b83b-2ac4701776a3,Sales ERP,2025-05-04,Self-Assessment,IT Security Team,Not Implemented,Not Effective,Process exists but not consistently followed across all teams,Deploy centralized logging solution,2025-08-05,Jennifer Williams,Assessment of SI-16 for Sales ERP
bb1d61a6-d6a4-4a51-9dcd-bc1e14d7a0ff,PM-4,Program Management,ff17b630-e2e4-4b22-b83b-2ac4701776a3,Sales ERP,2025-04-25,Internal Audit,GRC Team,Not Applicable,,,,,,Assessment of PM-4 for Sales ERP
f80cf134-b7c7-49d7-9d94-61a239d74da6,IA-7,Identification and Authentication,ff17b630-e2e4-4b22-b83b-2ac4701776a3,Sales ERP,2025-06-04,External Audit,External Auditor - Deloitte,Implemented,Effective,,,,,Assessment of IA-7 for Sales ERP
eadf8fd8-d99d-4089-825b-267ec0d84d70,RA-7,Risk Assessment,ff17b630-e2e4-4b22-b83b-2ac4701776a3,Sales ERP,2025-05-18,Continuous Monitoring,IT Security Team,Implemented,Effective,,,,,Assessment of RA-7 for Sales ERP
f6ce92f2-804b-42cc-b8db-9af0b40850a9,AT-1,Awareness and Training,ff17b630-e2e4-4b22-b83b-2ac4701776a3,Sales ERP,2025-05-28,Self-Assessment,GRC Team,Partially Implemented,Effective,Awaiting management approval for implementation,Upgrade legacy system to support required controls,2025-06-29,Jennifer Williams,Assessment of AT-1 for Sales ERP
80e19bce-5b5b-4bc2-a283-cba8135b1db2,IR-5,Incident Response,ff17b630-e2e4-4b22-b83b-2ac4701776a3,Sales ERP,2025-06-12,Self-Assessment,Internal Audit Team,Not Applicable,,,,,,Assessment of IR-5 for Sales ERP
979d56b3-47ee-4d37-abfd-ad017606cb2e,SA-1,System and Services Acquisition,ff17b630-e2e4-4b22-b83b-2ac4701776a3,Sales ERP,2025-06-17,Internal Audit,GRC Team,Implemented,Partially Effective,,,,,Assessment of SA-1 for Sales ERP
8174be5e-aa7c-46ea-b3ae-1fc9a09dc2b8,SA-22,System and Services Acquisition,ff17b630-e2e4-4b22-b83b-2ac4701776a3,Sales ERP,2025-05-07,Internal Audit,Internal Audit Team,Partially Implemented,Partially Effective,Awaiting management approval for implementation,Implement automated compliance checks,2025-09-20,Jennifer Williams,Assessment of SA-22 for Sales ERP
